arrTime  baseData  exeTime	usrId
7	25	12	1001
35	2	12	100
70	1	12	100
105	20	12	100
118	18	12	1085
201	4	12	100
229	14	12	100
248	15	12	100
254	18	12	100
258	22	12	100
282	21	12	1008
284	9	12	1008
313	21	12	1057
412	8	12	100
432	29	12	100
457	5	12	100
463	18	12	100
464	6	12	1049
470	23	12	100
499	19	12	1054
511	19	12	1055
516	26	12	1011
534	19	12	1013
552	12	12	100
564	11	12	1078
656	16	12	100
721	18	12	1045
816	13	12	1009
820	3	12	100
877	7	12	1099
884	0	12	100
898	27	12	1061
899	24	12	100
912	10	12	1005
959	28	12	100
962	19	12	1094
975	21	12	100
985	17	12	100
1001	6	12	100
1002	46	12	100
1004	36	12	100
1005	39	12	1016
1020	54	12	1082
1045	21	12	1063
1046	38	12	100
1056	18	12	1057
1082	49	12	1013
1099	18	12	100
1107	19	12	1005
1119	21	12	1082
1183	21	12	100
1187	40	12	1065
1204	19	12	1078
1217	26	12	100
1232	47	12	100
1256	31	12	100
1267	30	12	100
1283	19	12	1033
1300	50	12	100
1301	41	12	100
1336	32	12	100
1336	48	12	100
1360	19	12	100
1388	45	12	100
1402	18	12	1070
1441	18	12	100
1444	19	12	1052
1444	44	12	1004
1458	25	12	100
1460	18	12	100
1501	44	12	1070
1516	21	12	1029
1541	21	12	1069
1552	18	12	100
1582	21	12	1067
1588	18	12	100
1625	18	12	100
1632	37	12	100
1634	18	12	1013
1640	42	12	1095
1648	19	12	100
1656	35	12	100
1688	43	12	1043
1714	33	12	100
1736	18	12	1067
1784	52	12	100
1791	53	12	1093
1794	18	12	100
1805	18	12	100
1813	36	12	100
1815	11	12	100
1819	5	12	100
1829	18	12	100
1848	19	12	100
1873	19	12	1043
1878	34	12	1013
1904	51	12	100
1912	30	12	100
1942	19	12	100
2015	44	12	100
2016	87	12	1018
2040	19	12	100
2064	18	12	1046
2064	18	12	100
2084	44	12	1017
2099	68	12	100
2103	18	12	1012
2105	72	12	1065
2109	26	12	100
2116	75	12	1012
2132	18	12	1067
2163	73	12	1050
2177	19	12	1037
2188	59	12	100
2202	67	12	100
2217	13	12	100
2220	19	12	100
2222	89	12	1082
2234	65	12	100
2241	78	12	100
2312	61	12	100
2313	21	12	1060
2318	79	12	100
2324	18	12	1089
2340	66	12	100
2371	21	12	100
2379	19	12	100
2396	71	12	100
2412	48	12	1065
2414	19	12	1002
2419	18	12	100
2421	18	12	1023
2428	19	12	1066
2435	29	12	100
2439	19	12	100
2459	18	12	100
2469	21	12	100
2470	74	12	100
2472	85	12	1023
2473	62	12	1097
2478	18	12	1094
2490	21	12	100
2494	82	12	100
2500	77	12	1015
2508	56	12	100
2543	65	12	1026
2588	76	12	1088
2620	18	12	1010
2644	81	12	100
2652	19	12	100
2662	21	12	1022
2669	36	12	1055
2704	18	12	1086
2705	70	12	100
2720	50	12	100
2722	86	12	1078
2722	88	12	100
2744	18	12	100
2744	69	12	100
2797	64	12	100
2815	54	12	1086
2818	19	12	100
2845	80	12	1045
2878	58	12	1015
2879	60	12	1089
2900	55	12	100
2912	36	12	1081
2914	18	12	100
2925	5	12	100
2933	20	12	1069
2949	84	12	100
2955	48	12	1021
2980	57	12	100
2984	83	12	1049
2997	63	12	1023
2999	25	12	1099
3026	18	12	100
3043	37	12	100
