arrTime  baseData  exeTime	usrId
7	25	12	1058
35	2	12	100
70	1	12	1525
105	20	12	1242
118	18	12	1413
201	4	12	100
229	14	12	1361
248	15	12	100
254	18	12	1980
258	22	12	100
282	21	12	100
284	9	12	100
313	21	12	100
412	8	12	1057
432	29	12	100
457	5	12	100
463	18	12	100
464	6	12	1044
470	23	12	1832
499	19	12	1606
511	19	12	100
516	26	12	100
534	19	12	1935
552	12	12	1010
564	11	12	1181
656	16	12	100
721	18	12	100
816	13	12	100
820	3	12	100
877	7	12	1123
884	0	12	1439
898	27	12	100
899	24	12	1142
912	10	12	1312
959	28	12	1374
962	19	12	100
975	21	12	100
985	17	12	1829
1001	6	12	1187
1002	46	12	100
1004	36	12	100
1005	39	12	1488
1020	54	12	100
1045	21	12	1286
1046	38	12	1107
1056	18	12	100
1082	49	12	1877
1099	18	12	1386
1107	19	12	1840
1119	21	12	1674
1183	21	12	1227
1187	40	12	100
1204	19	12	1071
1217	26	12	100
1232	47	12	100
1256	31	12	100
1267	30	12	100
1283	19	12	100
1300	50	12	1650
1301	41	12	100
1336	32	12	100
1336	48	12	100
1360	19	12	100
1388	45	12	1353
1402	18	12	1796
1441	18	12	1778
1444	19	12	100
1444	44	12	1063
1458	25	12	1963
1460	18	12	100
1501	44	12	100
1516	21	12	1197
1541	21	12	100
1552	18	12	1772
1582	21	12	100
1588	18	12	1843
1625	18	12	1704
1632	37	12	100
1634	18	12	1056
1640	42	12	1627
1648	19	12	100
1656	35	12	1105
1688	43	12	1925
1714	33	12	100
1736	18	12	100
1784	52	12	100
1791	53	12	1148
1794	18	12	1111
1805	18	12	1616
1813	36	12	1750
1815	11	12	100
1819	5	12	100
1829	18	12	1303
1848	19	12	1001
1873	19	12	1834
1878	34	12	100
1904	51	12	1437
1912	30	12	1238
1942	19	12	1740
2015	44	12	1348
2016	87	12	1451
2040	19	12	100
2064	18	12	100
2064	18	12	1737
2084	44	12	1201
2099	68	12	100
2103	18	12	1174
2105	72	12	100
2109	26	12	100
2116	75	12	1525
2132	18	12	1542
2163	73	12	100
2177	19	12	1916
2188	59	12	1197
2202	67	12	1842
2217	13	12	1454
2220	19	12	1155
2222	89	12	100
2234	65	12	100
2241	78	12	100
2312	61	12	1617
2313	21	12	1784
2318	79	12	100
2324	18	12	1010
2340	66	12	100
2371	21	12	1822
2379	19	12	100
2396	71	12	100
2412	48	12	1724
2414	19	12	1473
2419	18	12	1300
2421	18	12	100
2428	19	12	1846
2435	29	12	1252
2439	19	12	100
2459	18	12	1378
2469	21	12	100
2470	74	12	100
2472	85	12	1774
2473	62	12	1106
2478	18	12	100
2490	21	12	100
