arrTime  baseData  exeTime	usrId
7	25	12	100
35	2	12	100
70	1	12	100
105	20	12	8362
118	18	12	5357
201	4	12	100
229	14	12	7806
248	15	12	9952
254	18	12	100
258	22	12	4245
282	21	12	7065
284	9	12	10259
313	21	12	100
412	8	12	3030
432	29	12	3848
457	5	12	1525
463	18	12	3040
464	6	12	3876
470	23	12	100
499	19	12	100
511	19	12	2712
516	26	12	2552
534	19	12	8474
552	12	12	100
564	11	12	4654
656	16	12	4046
721	18	12	100
816	13	12	7006
820	3	12	2941
877	7	12	100
884	0	12	100
898	27	12	7005
899	24	12	100
912	10	12	100
959	28	12	100
962	19	12	100
975	21	12	100
985	17	12	100
1001	6	12	100
1002	46	12	10376
1004	36	12	3265
1005	39	12	100
1020	54	12	100
1045	21	12	100
1046	38	12	100
1056	18	12	4516
1082	49	12	100
1099	18	12	100
1107	19	12	100
1119	21	12	100
1183	21	12	100
1187	40	12	100
1204	19	12	4849
1217	26	12	8460
1232	47	12	5025
1256	31	12	2298
1267	30	12	100
1283	19	12	6296
1300	50	12	100
1301	41	12	100
1336	32	12	100
1336	48	12	100
1360	19	12	100
1388	45	12	5385
1402	18	12	100
1441	18	12	100
1444	19	12	5697
1444	44	12	3603
1458	25	12	2520
1460	18	12	100
1501	44	12	1881
1516	21	12	6718
1541	21	12	100
1552	18	12	100
1582	21	12	5577
1588	18	12	100
1625	18	12	100
1632	37	12	3008
1634	18	12	100
1640	42	12	100
1648	19	12	100
1656	35	12	3366
1688	43	12	100
1714	33	12	100
1736	18	12	100
1784	52	12	1049
1791	53	12	3975
1794	18	12	100
1805	18	12	8867
1813	36	12	100
1815	11	12	100
1819	5	12	6745
1829	18	12	1445
1848	19	12	100
1873	19	12	1524
1878	34	12	100
1904	51	12	100
1912	30	12	4163
1942	19	12	100
2015	44	12	100
2016	87	12	100
2040	19	12	100
2064	18	12	100
2064	18	12	10239
2084	44	12	100
2099	68	12	8650
2103	18	12	6134
2105	72	12	6310
2109	26	12	100
2116	75	12	8454
2132	18	12	100
2163	73	12	100
2177	19	12	7996
2188	59	12	100
2202	67	12	5117
2217	13	12	100
2220	19	12	7607
2222	89	12	3801
2234	65	12	100
2241	78	12	3611
2312	61	12	2807
2313	21	12	100
2318	79	12	100
2324	18	12	9889
2340	66	12	100
2371	21	12	9497
2379	19	12	100
2396	71	12	7950
2412	48	12	5294
2414	19	12	4282
2419	18	12	8703
2421	18	12	100
2428	19	12	100
2435	29	12	7698
2439	19	12	10087
2459	18	12	5310
2469	21	12	100
2470	74	12	100
2472	85	12	2669
2473	62	12	2995
2478	18	12	2308
2490	21	12	2060
2494	82	12	100
2500	77	12	100
2508	56	12	100
2543	65	12	2397
2588	76	12	9563
2620	18	12	100
2644	81	12	100
2652	19	12	10085
2662	21	12	8206
2669	36	12	8917
2704	18	12	2534
2705	70	12	100
2720	50	12	6546
2722	86	12	7339
2722	88	12	100
2744	18	12	7682
2744	69	12	100
2797	64	12	10204
2815	54	12	9343
2818	19	12	100
