arrTime  baseData  estExeTime  usrId  relDeadline  maxUnappliedupdates  maxQos  maxQod  minQos  minQod
121	21	12	200	100	1	5	5	0	0
143	19	12	100	100	1	5	5	0	0
183	20	12	300	100	1	5	5	0	0
184	13	12	0	100	1	5	5	0	0
193	25	12	200	100	1	5	5	0	0
224	29	12	200	100	1	5	5	0	0
228	18	12	500	100	1	5	5	0	0
268	10	12	500	100	1	5	5	0	0
320	22	12	300	100	1	5	5	0	0
353	19	12	100	100	1	5	5	0	0
363	15	12	300	100	1	5	5	0	0
390	5	12	0	100	1	5	5	0	0
406	9	12	400	100	1	5	5	0	0
424	2	12	300	100	1	5	5	0	0
457	12	12	0	100	1	5	5	0	0
458	18	12	100	100	1	5	5	0	0
510	23	12	200	100	1	5	5	0	0
528	21	12	100	100	1	5	5	0	0
532	19	12	500	100	1	5	5	0	0
545	8	12	400	100	1	5	5	0	0
603	11	12	500	100	1	5	5	0	0
613	18	12	500	100	1	5	5	0	0
619	18	12	400	100	1	5	5	0	0
642	4	12	100	100	1	5	5	0	0
655	7	12	400	100	1	5	5	0	0
666	26	12	0	100	1	5	5	0	0
673	28	12	200	100	1	5	5	0	0
701	6	12	500	100	1	5	5	0	0
707	1	12	500	100	1	5	5	0	0
708	0	12	0	100	1	5	5	0	0
724	24	12	400	100	1	5	5	0	0
754	21	12	500	100	1	5	5	0	0
807	16	12	500	100	1	5	5	0	0
828	27	12	200	100	1	5	5	0	0
932	14	12	400	100	1	5	5	0	0
942	3	12	500	100	1	5	5	0	0
962	19	12	100	100	1	5	5	0	0
966	17	12	0	100	1	5	5	0	0
1013	41	12	200	100	1	5	5	0	0
1015	44	12	200	100	1	5	5	0	0
1025	19	12	100	100	1	5	5	0	0
1036	25	12	500	100	1	5	5	0	0
1047	18	12	400	100	1	5	5	0	0
1050	37	12	100	100	1	5	5	0	0
1058	19	12	500	100	1	5	5	0	0
1070	19	12	100	100	1	5	5	0	0
1096	40	12	200	100	1	5	5	0	0
1100	48	12	400	100	1	5	5	0	0
1115	21	12	100	100	1	5	5	0	0
1122	18	12	0	100	1	5	5	0	0
1152	18	12	400	100	1	5	5	0	0
1227	26	12	400	100	1	5	5	0	0
1228	18	12	0	100	1	5	5	0	0
1266	49	12	200	100	1	5	5	0	0
1351	30	12	300	100	1	5	5	0	0
1355	18	12	0	100	1	5	5	0	0
1362	21	12	100	100	1	5	5	0	0
1368	36	12	200	100	1	5	5	0	0
1381	31	12	100	100	1	5	5	0	0
1395	36	12	0	100	1	5	5	0	0
1424	21	12	300	100	1	5	5	0	0
1449	54	12	400	100	1	5	5	0	0
1452	46	12	500	100	1	5	5	0	0
1481	35	12	200	100	1	5	5	0	0
1511	39	12	200	100	1	5	5	0	0
1537	19	12	200	100	1	5	5	0	0
1551	18	12	0	100	1	5	5	0	0
1578	5	12	0	100	1	5	5	0	0
1582	11	12	400	100	1	5	5	0	0
1639	19	12	400	100	1	5	5	0	0
1643	52	12	500	100	1	5	5	0	0
1645	19	12	500	100	1	5	5	0	0
1668	43	12	100	100	1	5	5	0	0
1673	51	12	300	100	1	5	5	0	0
