100	100	5	80	-0.0	5	0.6	-0.0
101	100	5	77	-0.0	5	0.7	-0.0
102	100	5	77	-0.0	5	0.7	-0.0
103	100	5	74	-0.0	5	0.8	-0.0
104	100	5	71	-0.0	5	0.7	-0.0
105	100	5	74	-0.0	5	0.7	-0.0
106	100	5	71	-0.0	5	0.6	-0.0
107	100	5	77	-0.0	5	0.5	-0.0
108	100	5	75	-0.0	5	0.8	-0.0
109	100	5	80	-0.0	5	0.5	-0.0
110	100	5	73	-0.0	5	0.6	-0.0
111	100	5	70	-0.0	5	0.7	-0.0
112	100	5	77	-0.0	5	0.6	-0.0
113	100	5	79	-0.0	5	0.6	-0.0
114	100	5	76	-0.0	5	0.6	-0.0
115	100	5	79	-0.0	5	0.6	-0.0
116	100	5	74	-0.0	5	0.8	-0.0
117	100	5	74	-0.0	5	0.6	-0.0
118	100	5	78	-0.0	5	0.7	-0.0
119	100	5	70	-0.0	5	0.6	-0.0
120	100	5	80	-0.0	5	0.5	-0.0
121	100	5	78	-0.0	5	0.6	-0.0
122	100	5	71	-0.0	5	0.6	-0.0
123	100	5	80	-0.0	5	0.5	-0.0
124	100	5	75	-0.0	5	0.8	-0.0
125	100	5	71	-0.0	5	0.6	-0.0
126	100	5	77	-0.0	5	0.8	-0.0
127	100	5	78	-0.0	5	0.6	-0.0
128	100	5	71	-0.0	5	0.6	-0.0
129	100	5	76	-0.0	5	0.5	-0.0
130	100	5	80	-0.0	5	0.5	-0.0
131	100	5	80	-0.0	5	0.6	-0.0
132	100	5	78	-0.0	5	0.5	-0.0
133	100	5	74	-0.0	5	0.7	-0.0
134	100	5	72	-0.0	5	0.8	-0.0
135	100	5	76	-0.0	5	0.7	-0.0
136	100	5	73	-0.0	5	0.7	-0.0
137	100	5	77	-0.0	5	0.6	-0.0
138	100	5	79	-0.0	5	0.6	-0.0
139	100	5	70	-0.0	5	0.6	-0.0
140	100	5	74	-0.0	5	0.7	-0.0
141	100	5	70	-0.0	5	0.6	-0.0
142	100	5	75	-0.0	5	0.7	-0.0
143	100	5	78	-0.0	5	0.6	-0.0
144	100	5	71	-0.0	5	0.5	-0.0
145	100	5	80	-0.0	5	0.8	-0.0
146	100	5	72	-0.0	5	0.6	-0.0
147	100	5	78	-0.0	5	0.6	-0.0
148	100	5	75	-0.0	5	0.8	-0.0
149	100	5	76	-0.0	5	0.7	-0.0
150	100	5	78	-0.0	5	0.7	-0.0
151	100	5	74	-0.0	5	0.5	-0.0
152	100	5	76	-0.0	5	0.6	-0.0
153	100	5	77	-0.0	5	0.7	-0.0
154	100	5	76	-0.0	5	0.8	-0.0
155	100	5	80	-0.0	5	0.5	-0.0
156	100	5	72	-0.0	5	0.6	-0.0
157	100	5	77	-0.0	5	0.5	-0.0
158	100	5	73	-0.0	5	0.6	-0.0
159	100	5	79	-0.0	5	0.8	-0.0
160	100	5	76	-0.0	5	0.7	-0.0
161	100	5	73	-0.0	5	0.5	-0.0
162	100	5	71	-0.0	5	0.6	-0.0
163	100	5	79	-0.0	5	0.7	-0.0
164	100	5	75	-0.0	5	0.7	-0.0
165	100	5	76	-0.0	5	0.7	-0.0
166	100	5	75	-0.0	5	0.8	-0.0
167	100	5	77	-0.0	5	0.7	-0.0
168	100	5	71	-0.0	5	0.6	-0.0
169	100	5	80	-0.0	5	0.6	-0.0
170	100	5	72	-0.0	5	0.5	-0.0
171	100	5	78	-0.0	5	0.8	-0.0
172	100	5	77	-0.0	5	0.6	-0.0
173	100	5	76	-0.0	5	0.7	-0.0
174	100	5	79	-0.0	5	0.6	-0.0
175	100	5	73	-0.0	5	0.5	-0.0
176	100	5	79	-0.0	5	0.6	-0.0
177	100	5	76	-0.0	5	0.7	-0.0
178	100	5	77	-0.0	5	0.6	-0.0
179	100	5	74	-0.0	5	0.6	-0.0
180	100	5	72	-0.0	5	0.6	-0.0
181	100	5	79	-0.0	5	0.7	-0.0
182	100	5	80	-0.0	5	0.6	-0.0
183	100	5	79	-0.0	5	0.6	-0.0
184	100	5	72	-0.0	5	0.6	-0.0
185	100	5	79	-0.0	5	0.6	-0.0
186	100	5	74	-0.0	5	0.7	-0.0
187	100	5	75	-0.0	5	0.6	-0.0
188	100	5	70	-0.0	5	0.8	-0.0
189	100	5	71	-0.0	5	0.8	-0.0
190	100	5	77	-0.0	5	0.5	-0.0
191	100	5	75	-0.0	5	0.5	-0.0
192	100	5	71	-0.0	5	0.6	-0.0
193	100	5	70	-0.0	5	0.5	-0.0
194	100	5	79	-0.0	5	0.5	-0.0
195	100	5	74	-0.0	5	0.8	-0.0
196	100	5	79	-0.0	5	0.6	-0.0
197	100	5	79	-0.0	5	0.7	-0.0
198	100	5	78	-0.0	5	0.8	-0.0
199	100	5	76	-0.0	5	0.6	-0.0
200	100	5	100	-0.0	5	0.7	-0.0
201	100	5	100	-0.0	5	0.8	-0.0
202	100	5	100	-0.0	5	0.9	-0.0
203	100	5	100	-0.0	5	0.9	-0.0
204	100	5	100	-0.0	5	0.7	-0.0
205	100	5	100	-0.0	5	1.0	-0.0
206	100	5	100	-0.0	5	0.6	-0.0
207	100	5	100	-0.0	5	0.6	-0.0
208	100	5	100	-0.0	5	0.8	-0.0
209	100	5	100	-0.0	5	0.8	-0.0
210	100	5	100	-0.0	5	0.8	-0.0
211	100	5	100	-0.0	5	0.7	-0.0
212	100	5	100	-0.0	5	0.8	-0.0
213	100	5	100	-0.0	5	0.7	-0.0
214	100	5	100	-0.0	5	0.6	-0.0
215	100	5	100	-0.0	5	0.8	-0.0
216	100	5	100	-0.0	5	0.8	-0.0
217	100	5	100	-0.0	5	0.9	-0.0
218	100	5	100	-0.0	5	0.9	-0.0
219	100	5	100	-0.0	5	0.8	-0.0
220	100	5	100	-0.0	5	1.0	-0.0
221	100	5	100	-0.0	5	0.9	-0.0
222	100	5	100	-0.0	5	0.8	-0.0
223	100	5	100	-0.0	5	0.6	-0.0
224	100	5	100	-0.0	5	0.6	-0.0
225	100	5	100	-0.0	5	0.9	-0.0
226	100	5	100	-0.0	5	1.0	-0.0
227	100	5	100	-0.0	5	0.9	-0.0
228	100	5	100	-0.0	5	1.0	-0.0
229	100	5	100	-0.0	5	0.8	-0.0
230	100	5	100	-0.0	5	0.7	-0.0
231	100	5	100	-0.0	5	0.8	-0.0
232	100	5	100	-0.0	5	0.7	-0.0
233	100	5	100	-0.0	5	0.6	-0.0
234	100	5	100	-0.0	5	0.6	-0.0
235	100	5	100	-0.0	5	0.6	-0.0
236	100	5	100	-0.0	5	0.7	-0.0
237	100	5	100	-0.0	5	0.7	-0.0
238	100	5	100	-0.0	5	0.8	-0.0
239	100	5	100	-0.0	5	1.0	-0.0
240	100	5	100	-0.0	5	0.8	-0.0
241	100	5	100	-0.0	5	0.6	-0.0
242	100	5	100	-0.0	5	0.6	-0.0
243	100	5	100	-0.0	5	1.0	-0.0
244	100	5	100	-0.0	5	0.6	-0.0
245	100	5	100	-0.0	5	0.6	-0.0
246	100	5	100	-0.0	5	0.6	-0.0
247	100	5	100	-0.0	5	0.9	-0.0
248	100	5	100	-0.0	5	0.9	-0.0
249	100	5	100	-0.0	5	0.7	-0.0
250	100	5	100	-0.0	5	1.0	-0.0
251	100	5	100	-0.0	5	1.0	-0.0
252	100	5	100	-0.0	5	0.7	-0.0
253	100	5	100	-0.0	5	0.7	-0.0
254	100	5	100	-0.0	5	1.0	-0.0
255	100	5	100	-0.0	5	1.0	-0.0
256	100	5	100	-0.0	5	0.8	-0.0
257	100	5	100	-0.0	5	1.0	-0.0
258	100	5	100	-0.0	5	1.0	-0.0
259	100	5	100	-0.0	5	1.0	-0.0
260	100	5	100	-0.0	5	0.7	-0.0
261	100	5	100	-0.0	5	0.6	-0.0
262	100	5	100	-0.0	5	1.0	-0.0
263	100	5	100	-0.0	5	1.0	-0.0
264	100	5	100	-0.0	5	0.7	-0.0
265	100	5	100	-0.0	5	0.6	-0.0
266	100	5	100	-0.0	5	0.9	-0.0
267	100	5	100	-0.0	5	1.0	-0.0
268	100	5	100	-0.0	5	0.7	-0.0
269	100	5	100	-0.0	5	0.9	-0.0
270	100	5	100	-0.0	5	0.9	-0.0
271	100	5	100	-0.0	5	1.0	-0.0
272	100	5	100	-0.0	5	0.8	-0.0
273	100	5	100	-0.0	5	1.0	-0.0
274	100	5	100	-0.0	5	0.9	-0.0
275	100	5	100	-0.0	5	1.0	-0.0
276	100	5	100	-0.0	5	0.8	-0.0
277	100	5	100	-0.0	5	1.0	-0.0
278	100	5	100	-0.0	5	0.6	-0.0
279	100	5	100	-0.0	5	0.9	-0.0
280	100	5	100	-0.0	5	0.7	-0.0
281	100	5	100	-0.0	5	1.0	-0.0
282	100	5	100	-0.0	5	0.8	-0.0
283	100	5	100	-0.0	5	0.6	-0.0
284	100	5	100	-0.0	5	0.8	-0.0
285	100	5	100	-0.0	5	0.6	-0.0
286	100	5	100	-0.0	5	0.6	-0.0
287	100	5	100	-0.0	5	0.8	-0.0
288	100	5	100	-0.0	5	0.8	-0.0
289	100	5	100	-0.0	5	0.6	-0.0
290	100	5	100	-0.0	5	0.7	-0.0
291	100	5	100	-0.0	5	0.9	-0.0
292	100	5	100	-0.0	5	0.8	-0.0
293	100	5	100	-0.0	5	0.9	-0.0
294	100	5	100	-0.0	5	0.6	-0.0
295	100	5	100	-0.0	5	0.7	-0.0
296	100	5	100	-0.0	5	0.9	-0.0
297	100	5	100	-0.0	5	0.6	-0.0
298	100	5	100	-0.0	5	1.0	-0.0
299	100	5	100	-0.0	5	0.9	-0.0
