7	25	12	100	50	1	5	5	0	0
35	2	12	100	50	1	5	5	0	0
70	1	12	100	50	1	5	5	0	0
105	20	12	500	100	1	5	5	0	0
118	18	12	100	50	1	5	5	0	0
201	4	12	100	50	1	5	5	0	0
229	14	12	500	100	1	5	5	0	0
248	15	12	100	50	1	5	5	0	0
254	18	12	500	100	1	5	5	0	0
258	22	12	500	100	1	5	5	0	0
282	21	12	100	50	1	5	5	0	0
284	9	12	100	50	1	5	5	0	0
313	21	12	100	50	1	5	5	0	0
412	8	12	500	100	1	5	5	0	0
432	29	12	100	50	1	5	5	0	0
457	5	12	500	100	1	5	5	0	0
463	18	12	500	100	1	5	5	0	0
464	6	12	100	50	1	5	5	0	0
470	23	12	100	50	1	5	5	0	0
499	19	12	500	100	1	5	5	0	0
511	19	12	100	50	1	5	5	0	0
516	26	12	100	50	1	5	5	0	0
534	19	12	500	100	1	5	5	0	0
552	12	12	100	50	1	5	5	0	0
564	11	12	100	50	1	5	5	0	0
656	16	12	100	50	1	5	5	0	0
721	18	12	500	100	1	5	5	0	0
816	13	12	500	100	1	5	5	0	0
820	3	12	500	100	1	5	5	0	0
877	7	12	100	50	1	5	5	0	0
884	0	12	500	100	1	5	5	0	0
898	27	12	100	50	1	5	5	0	0
899	24	12	100	50	1	5	5	0	0
912	10	12	100	50	1	5	5	0	0
959	28	12	500	100	1	5	5	0	0
962	19	12	100	50	1	5	5	0	0
975	21	12	500	100	1	5	5	0	0
985	17	12	100	50	1	5	5	0	0
1001	6	12	100	50	1	5	5	0	0
1002	46	12	100	50	1	5	5	0	0
1004	36	12	100	50	1	5	5	0	0
1005	39	12	100	50	1	5	5	0	0
1020	54	12	500	100	1	5	5	0	0
1045	21	12	500	100	1	5	5	0	0
1046	38	12	100	50	1	5	5	0	0
1056	18	12	100	50	1	5	5	0	0
1082	49	12	500	100	1	5	5	0	0
1099	18	12	100	50	1	5	5	0	0
1107	19	12	100	50	1	5	5	0	0
1119	21	12	100	50	1	5	5	0	0
1183	21	12	100	50	1	5	5	0	0
1187	40	12	100	50	1	5	5	0	0
1204	19	12	100	50	1	5	5	0	0
1217	26	12	500	100	1	5	5	0	0
1232	47	12	100	50	1	5	5	0	0
1256	31	12	100	50	1	5	5	0	0
1267	30	12	100	50	1	5	5	0	0
1283	19	12	100	50	1	5	5	0	0
1300	50	12	100	50	1	5	5	0	0
1301	41	12	100	50	1	5	5	0	0
1336	32	12	100	50	1	5	5	0	0
1336	48	12	500	100	1	5	5	0	0
1360	19	12	100	50	1	5	5	0	0
1388	45	12	100	50	1	5	5	0	0
1402	18	12	100	50	1	5	5	0	0
1441	18	12	100	50	1	5	5	0	0
1444	19	12	500	100	1	5	5	0	0
1444	44	12	500	100	1	5	5	0	0
1458	25	12	500	100	1	5	5	0	0
1460	18	12	500	100	1	5	5	0	0
1501	44	12	500	100	1	5	5	0	0
1516	21	12	500	100	1	5	5	0	0
1541	21	12	500	100	1	5	5	0	0
1552	18	12	100	50	1	5	5	0	0
1582	21	12	100	50	1	5	5	0	0
1588	18	12	500	100	1	5	5	0	0
1625	18	12	100	50	1	5	5	0	0
1632	37	12	100	50	1	5	5	0	0
1634	18	12	100	50	1	5	5	0	0
1640	42	12	100	50	1	5	5	0	0
1648	19	12	100	50	1	5	5	0	0
1656	35	12	100	50	1	5	5	0	0
1688	43	12	100	50	1	5	5	0	0
1714	33	12	100	50	1	5	5	0	0
1736	18	12	100	50	1	5	5	0	0
1784	52	12	100	50	1	5	5	0	0
1791	53	12	500	100	1	5	5	0	0
1794	18	12	100	50	1	5	5	0	0
1805	18	12	500	100	1	5	5	0	0
1813	36	12	100	50	1	5	5	0	0
1815	11	12	100	50	1	5	5	0	0
1819	5	12	100	50	1	5	5	0	0
1829	18	12	100	50	1	5	5	0	0
1848	19	12	500	100	1	5	5	0	0
1873	19	12	100	50	1	5	5	0	0
1878	34	12	500	100	1	5	5	0	0
1904	51	12	500	100	1	5	5	0	0
1912	30	12	100	50	1	5	5	0	0
1942	19	12	100	50	1	5	5	0	0
2015	44	12	100	50	1	5	5	0	0
2016	87	12	100	50	1	5	5	0	0
2040	19	12	500	100	1	5	5	0	0
2064	18	12	100	50	1	5	5	0	0
2064	18	12	100	50	1	5	5	0	0
2084	44	12	100	50	1	5	5	0	0
2099	68	12	100	50	1	5	5	0	0
2103	18	12	500	100	1	5	5	0	0
2105	72	12	100	50	1	5	5	0	0
2109	26	12	100	50	1	5	5	0	0
2116	75	12	100	50	1	5	5	0	0
2132	18	12	100	50	1	5	5	0	0
2163	73	12	100	50	1	5	5	0	0
2177	19	12	100	50	1	5	5	0	0
2188	59	12	100	50	1	5	5	0	0
2202	67	12	100	50	1	5	5	0	0
2217	13	12	500	100	1	5	5	0	0
2220	19	12	100	50	1	5	5	0	0
2222	89	12	100	50	1	5	5	0	0
2234	65	12	500	100	1	5	5	0	0
2241	78	12	500	100	1	5	5	0	0
2312	61	12	500	100	1	5	5	0	0
2313	21	12	100	50	1	5	5	0	0
2318	79	12	100	50	1	5	5	0	0
2324	18	12	100	50	1	5	5	0	0
2340	66	12	100	50	1	5	5	0	0
2371	21	12	100	50	1	5	5	0	0
2379	19	12	500	100	1	5	5	0	0
2396	71	12	100	50	1	5	5	0	0
2412	48	12	100	50	1	5	5	0	0
2414	19	12	100	50	1	5	5	0	0
2419	18	12	500	100	1	5	5	0	0
2421	18	12	100	50	1	5	5	0	0
2428	19	12	500	100	1	5	5	0	0
2435	29	12	100	50	1	5	5	0	0
2439	19	12	100	50	1	5	5	0	0
2459	18	12	100	50	1	5	5	0	0
2469	21	12	100	50	1	5	5	0	0
2470	74	12	100	50	1	5	5	0	0
2472	85	12	500	100	1	5	5	0	0
2473	62	12	500	100	1	5	5	0	0
2478	18	12	100	50	1	5	5	0	0
2490	21	12	100	50	1	5	5	0	0
2494	82	12	500	100	1	5	5	0	0
2500	77	12	100	50	1	5	5	0	0
2508	56	12	100	50	1	5	5	0	0
2543	65	12	100	50	1	5	5	0	0
2588	76	12	100	50	1	5	5	0	0
2620	18	12	100	50	1	5	5	0	0
2644	81	12	500	100	1	5	5	0	0
2652	19	12	500	100	1	5	5	0	0
2662	21	12	100	50	1	5	5	0	0
2669	36	12	100	50	1	5	5	0	0
2704	18	12	500	100	1	5	5	0	0
2705	70	12	500	100	1	5	5	0	0
2720	50	12	100	50	1	5	5	0	0
2722	86	12	500	100	1	5	5	0	0
2722	88	12	100	50	1	5	5	0	0
2744	18	12	500	100	1	5	5	0	0
2744	69	12	100	50	1	5	5	0	0
2797	64	12	100	50	1	5	5	0	0
2815	54	12	100	50	1	5	5	0	0
2818	19	12	100	50	1	5	5	0	0
2845	80	12	500	100	1	5	5	0	0
2878	58	12	100	50	1	5	5	0	0
2879	60	12	100	50	1	5	5	0	0
2900	55	12	100	50	1	5	5	0	0
2912	36	12	100	50	1	5	5	0	0
2914	18	12	100	50	1	5	5	0	0
2925	5	12	500	100	1	5	5	0	0
2933	20	12	100	50	1	5	5	0	0
2949	84	12	100	50	1	5	5	0	0
2955	48	12	100	50	1	5	5	0	0
